"organization","category","description","url","states","view","download","transmit"
"Madison St. Joseph Health Center","hospital","","https://www.st-joseph.org/MyHealthPortal","TX","y","y","y"
"Madix Medical Center","provider","","https://www.followmyhealth.com/","","y","y",""
"Magan Medical Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Magnolia Health Systems","provider","","https://www.followmyhealth.com/","","y","y",""
"Magnolia Regional Health Center","hospital","","https://myhealth.mrhc.org/PTACCESS/","MS","y","y","y"
"Magnolia Regional Medical Center","hospital","","http://magnoliarmc.org/","AR","y","y","y"
"Mahaska Health Partnership","hospital","","http://www.mahaskahealth.org/about-us/mymhp.html","IA","y","y","y"
"Mahnomen Health Center","hospital","","https://www.essentiamyhealth.org/myhealth/","MN","y","y","y"
"Mail Handlers Benefit Plan (MHBP)","insurance","The Mail Handlers Benefit Plan, now known as MHBP, was created in 1963 and is sponsored by the National Postal Mail Handlers Union (NPMHU). We have served federal and postal employees and annuitants for over 50 years, offering comprehensive benefits at affordable rates.","https://member.cvty.com/memberPortalWeb/appmanager/memberPortal/member?nl","","y","",""
"Maimonides Medical Center","hospital","","https://maimonidesmed.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","NY","y","",""
"Main Line Health","provider","","https://www.mlhsmartconnect.com/MLH/Logon.aspx","PA","y","y","y"
"Main Line HealthCare","provider","","https://www.nextmd.com/ud2/Login/Login.aspx","PA","y","y","y"
"Maine Centers For Healthcare","provider","","https://www.followmyhealth.com/","","y","y",""
"MaineGeneral Medical Center","hospital","","http://www.mmc.org/mmc_body.cfm?id=806&fr=true","ME","","",""
"Majid Shahbaz M.D., Inc","provider","","https://www.followmyhealth.com/","","y","y",""
"Major Hospital","hospital","","https://mymajorhealth.org/Phm-PhmHome.HomePage.WR.mthr?hcis=MAJWEB.LIVEF&application=PHM","IN","y","y","y"
"Mallory Community Health Center","provider","","https://www.followmyhealth.com/","","y","y",""
"Mammoth Hospital","hospital","","https://www.mammothhospital.com/patients-visitors/physician-clinic-patient-portal/","CA","y","y","y"
"Mammoth Hospital Clinics","hospital","","https://www.followmyhealth.com/","","y","y",""
"Manatee Internal Medicine","provider","","https://www.followmyhealth.com/","","y","y",""
"Manchester Memorial Hospital","hospital","","http://www.manchestermemorial.org/","CT","y","y","y"
"Mandarin Family Medicine","provider","","https://www.followmyhealth.com/","","y","y",""
"Mankato Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Manning Regional Healthcare Center","hospital","","https://mrhcia.intelichart.com/PatientPortal/account/login?ReturnUrl=%2fPatientPortal%2f","IA","y","y","y"
"Maple Creek Medical Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Maple Grove Hospital","hospital","","https://www.maplegrovehospital.org/health-tools","MN","y","y","y"
"Maram F. Zakko, MD, Inc","provider","","https://www.followmyhealth.com/","","y","y",""
"Marc B. Shlachter, M.D., Inc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Marcum and Wallace Memorial Hospital","hospital","","http://mercymychart.com/","KY","y","y","y"
"Marengo Memorial Hospital, UnityPoint Health","hospital","","https://www.chart.myunitypoint.org/mychart/default.asp","IA","y","y",""
"Maria Parham Medical Center","hospital","","http://www.mariaparham.com/patients_and_visitors/mpmc_patient_portal.aspx","NC","y","y","y"
"Marias Medical Center","hospital","","https://mymmcmt.org/Phm-PhmPage.HomePage.WR.mthr?hcis=MMCWEB.LIVEF&application=PHM","MT","y","y","y"
"Maricopa Integrated Health System","provider","Maricopa Integrated Health System (MIHS) includes Maricopa Medical Center, the Arizona Burn Center, the Comprehensive Healthcare Center, the McDowell Healthcare Clinic, 11 community-oriented family health centers, and an attendant care program","https://mychart.mihs.org","AZ","y","",""
"Marie Dobyns, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Marin General Hospital","hospital","","https://app.relayhealth.com/security/login/default.aspx","CA","y","y","y"
"Marin Healthcare District","provider","","https://www.followmyhealth.com/","","y","y",""
"Marin Specialty Care","provider","","https://www.followmyhealth.com/","","y","y",""
"Marina Badua, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Mariners Hospital","hospital","","https://patient.baptisthealth.net/login.aspx?ReturnUrl=/default.aspx","FL","y","y",""
"Marion General Hospital","hospital","","https://myportal.mgh.net/Phm-PhmPage.HomePage.WR.mthr?hcis=MGEWEB.LIVEF&application=PHM","IN","y","y","y"
"Mark Twain Medical Center","hospital","","https://sanjoaquin.dignityhealth.org/Phm-PhmPage.HomePage.WR.mthr?application=phm&hcis=CHWSJM.LIVEF","CA","y","y","y"
"Marquette General Hospital","hospital","","http://ww4.mgh.org/HealthPoint/SitePages/Home.aspx","MI","y","y",""
"Marquette Internal Medicine &amp; Pediatric Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Marsh and Murakami, M.D.s","provider","","https://www.followmyhealth.com/","","y","y",""
"Marshall Browning Hospital","hospital","","http://www.marshallbrowninghospital.com/getpage.php?name=My_MBH_Portal&sub=My+MBH+Portal","IL","y","y","y"
"Marshall Medical Center","hospital","","https://www.marshallmedical.org/?id=486&sid=1&CWFriendlyUrl=true","CA","y","y","y"
"Marshall Medical Center South","hospital","","http://www.mmcenters.com/index.php/about/patient_portal","AL","y","y","y"
"Martha Jefferson Hospital","hospital","","http://www.sentara.com/charlottesville-virginia/patientguide/medical-records/my-martha-jefferson-record.aspx","VA","y","y","y"
"Martin County Hospital District","hospital","","https://www.mymedicalencounters.com/","TX","y","y","y"
"Martin Health","provider","Martin Health System based in Stuart, Fla. comprises three hospitals, two MediCenters, a free-standing emergency center, and numerous outpatient centers and clinics.","https://mychart.martinhealth.org","FL","y","",""
"Martin Health System","hospital","","https://mychart.martinhealth.org/mychart/","FL","y","y","y"
"Martin Perlin Md","provider","","https://www.followmyhealth.com/","","y","y",""
"Mary Black Memorial Hospital","hospital","","http://www.maryblackhealthsystem.com/mary-black-health-system/myhealthhomepatientportal.aspx","SC","y","y","y"
"Mary Greeley Medical Center","hospital","","http://www.mgmc.org/patients-and-visitors/patient-information/","IA","y","y","y"
"Mary Washington Hospital","hospital","","http://www.marywashingtonhealthcare.com/patient-portal","VA","y","y","y"
"Marymount Hospital","hospital","","https://mychart.clevelandclinic.org/","OH","y","y","y"
"Maryvale Hospital Medical Center","hospital","","https://www.abrazohealth.com/login/im-a-patient","AZ","y","y","y"
"Mat-Su Regional Medical Center","hospital","","http://www.matsuregional.com/mat-su-regional-medical-center/patientsandcaregivers.aspx","AK","y","y","y"
"Matagorda Regional Medical Center","hospital","","http://www.matagordaregional.org/","TX","y","y",""
"Matthew Friedman MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Mayers Memorial Hospital District","hospital","","http://www.mayersmemorial.com/getpage.php?name=Patient_Portal&sub=Patient+Portal","CA","y","y","y"
"Mayo Clinic","provider","Mayo Clinic is a nonprofit worldwide leader in medical care, research and education for people from all walks of life.","https://login.mayoclinic.org/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fonlineservices.mayoclinic.org%2fGW%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fGW%252f%253fDataTokens%253dSystem.Web.Routing.RouteValueDictionary%2526Values%253dSystem.Web.Routing.RouteValueDictionary&wct=2013-08-19T14%3a20%3a49Z&whr=http%3a%2f%2flogin.mayoclinic.org%2fadfs%2fservices%2ftrust","MN","y","",""
"Mayo Clinic Health System - Chippewa Valley in Bloomer","hospital","","https://login.mayoclinic.org/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fonlineservices.mayoclinic.org%2fGW%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fGW%252f%253fDataTokens%253dSystem.Web.Routing.RouteValueDictionary%2526Values%253dSystem.Web.Routing.RouteValueDictionary&wct=2015-10-12T15%3a06%3a20Z&whr=http%3a%2f%2flogin.mayoclinic.org%2fadfs%2fservices%2ftrust","WI","y","y","y"
"Mayo Clinic Health System - Franciscan Healthcare in La Crosse","hospital","","http://mayoclinichealthsystem.org/locations/la-crosse/for-patients","WI","y","y","y"
"Mayo Clinic Health System - Franciscan Healthcare in Sparta","hospital","","https://onlineservices.mayoclinic.org/gw","WI","y","y","y"
"Mayo Clinic Health System in Albert Lea","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Cannon Falls","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Eau Claire","hospital","","https://login.mayoclinic.org/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fonlineservices.mayoclinic.org%2fGW%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fGW%252f%253fDataTokens%253dSystem.Web.Routing.RouteValueDictionary%2526Values%253dSystem.Web.Routing.RouteValueDictionary&wct=2015-10-12T15%3a06%3a20Z&whr=http%3a%2f%2flogin.mayoclinic.org%2fadfs%2fservices%2ftrust","WI","y","y","y"
"Mayo Clinic Health System in Fairmont","hospital","","https://login.mayoclinic.org/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fonlineservices.mayoclinic.org%2fGW%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fGW%252f%253fDataTokens%253dSystem.Web.Routing.RouteValueDictionary%2526Values%253dSystem.Web.Routing.RouteValueDictionary&wct=2015-10-12T14%3a49%3a49Z&whr=http%3a%2f%2flogin.mayoclinic.org%2fadfs%2fservices%2ftrust","MN","y","y","y"
"Mayo Clinic Health System in Lake City","hospital","","http://mayoclinichealthsystem.org/for-patients-and-visitors","MN","y","y","y"
"Mayo Clinic Health System in Mankato","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in New Prague","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Red Wing","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Saint James","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Springfield","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Waseca","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Health System in Waycross","hospital","","https://login.mayoclinic.org/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fonlineservices.mayoclinic.org%2fGW%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fGW%252f%253fDataTokens%253dSystem.Web.Routing.RouteValueDictionary%2526Values%253dSystem.Web.Routing.RouteValueDictionary&wct=2015-10-12T14%3a16%3a24Z&whr=http%3a%2f%2flogin.mayoclinic.org%2fadfs%2fservices%2ftrust","GA","y","y",""
"Mayo Clinic Health System - Northland in Barron","hospital","","http://mayoclinichealthsystem.org/online-services","WI","y","y","y"
"Mayo Clinic Health System - Oakridge in Osseo","hospital","","http://mayoclinichealthsystem.org/online-services","WI","y","y","y"
"Mayo Clinic Health System - Red Cedar in Menomonie","hospital","","http://mayoclinichealthsystem.org/locations/menomonie/for-patients","WI","y","y","y"
"Mayo Clinic Hospital","hospital","","https://gpsnetx.mayoclinic.org/psi/content/staticpatient/showpage/patientonline?_ga=1.170330464.1748851460.1444659069","AZ","y","y","y"
"Mayo Clinic Hospital - Rochester","hospital","","http://mayoclinichealthsystem.org/online-services","MN","y","y","y"
"Mayo Clinic Jacksonville","hospital","","https://login.mayoclinic.org/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fonlineservices.mayoclinic.org%2fGW%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fGW%252f%253fDataTokens%253dSystem.Web.Routing.RouteValueDictionary%2526Values%253dSystem.Web.Routing.RouteValueDictionary&wct=2015-10-12T14%3a47%3a20Z&whr=http%3a%2f%2flogin.mayoclinic.org%2fadfs%2fservices%2ftrust","FL","y","y","y"
"Mayo Regional Hospital","hospital","","http://www.mayohospital.com/","ME","y","y","y"
"Maysville Internal Medicine &amp; Pediatrics Assoc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Mazen Khusayem, Md","provider","","https://www.followmyhealth.com/","","y","y",""
"McAlester Regional Health Center","hospital","","https://mymrhcpatientportal.mrhcok.com/templates/selfsignup-MCRWEB.LIVEF-Phm.html","OK","y","y","y"
"McCamey County Hospital District","hospital","","https://mycw58.eclinicalweb.com/portal7151/jsp/100mp/login.jsp","TX","y","y","y"
"McCook Clinic PC","provider","","https://www.followmyhealth.com/","","y","y",""
"McCullough-Hyde Memorial Hospital","hospital","","http://www.mhmh.org/patients-links.aspx","OH","","",""
"McDonough District Hospital","hospital","","https://www.mdh.org/patient_portal.aspx","IL","y","y","y"
"McDowell ARH Hospital","hospital","","https://apprhs.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","KY","","",""
"McFarland Clinic PC","provider","McFarland Clinic PC is central Iowa's largest physician-owned multi-specialty clinic. The McFarland Clinic PC network of health care providers serves residents in 12 Iowa communities with additional communities served by physician outreach clinics. We strive to be the trusted choice for coordinated health care delivered by caring professionals dedicated to individual well-being.","https://www.mychartiowa.com/","IA","y","y",""
"McGehee-Desha County Hospital","hospital","","http://sharearkansas.com/","AR","y","y","y"
"McKee Medical Center","hospital","","https://patient.bannerhealth.com/login.aspx?rd=mybanner","CO","y","y",""
"McKenzie County Healthcare System","hospital","","http://mckenziehealth.com/patient-information","ND","y","y","y"
"McKenzie Medical Center","provider","","https://www.followmyhealth.com/","","y","y",""
"McKenzie-Willamette Medical Center","hospital","","http://www.mckweb.com/mckenzie-willamette-medical-center/myhealthhomepatientportal.aspx","OR","y","y","y"
"McLaren Lapeer Region","hospital","","http://www.mclaren.org/metamoracmc/Patient-Portal.aspx","MI","y","y","y"
"MD Anderson Cancer Care Center","provider","The mission of The University of Texas MD Anderson Cancer Center is to eliminate cancer in Texas, the nation, and the world through outstanding programs that integrate patient care, research and prevention, and through education for undergraduate and graduate students, trainees, professionals, employees and the public.","https://my.mdanderson.org/members/","TX","y","",""
"Meade District Hospital","hospital","","http://avhealthsystem.com/","KS","","",""
"Meadowlands Hospital Medical Center","hospital","","http://meadowlandshospital.org/","NJ","y","y","y"
"Meadows Regional Medical Center","hospital","","http://meadowsregional.org/patients","GA","y","y","y"
"Meadowview ENT","provider","","https://www.followmyhealth.com/","","y","y",""
"Meadville Medical Center","hospital","","http://meadvillemedicalcenter.com/Portal.aspx","PA","y","y","y"
"Mease Countryside Hospital","hospital","","http://mybaycare.org/","FL","y","y","y"
"Mease Dunedin Hospital","hospital","","https://baycare.org/mdh/for-patientsvisitors/medical-records?h={6FD287C8-DC59-4075-956E-D3997F9D5947}","FL","y","y","y"
"Mebane Medical Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Med Station","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical &amp; Surgical Clinic of Irving","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical Arts Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical Arts Hospital","hospital","","https://portal.aprima.com/15.0.1507.207/Login.aspx?Uid=9d8b7212-6db4-4b0d-bded-7e13320bdf16","TX","y","y",""
"Medical Associates of Central Virginia","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical Associates Of North Georgia","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical Center at Bowling Green","hospital","","http://www.themedicalcenter.org/internal/patients/Patient_Portal.aspx","KY","y","y","y"
"Medical Center at Franklin","hospital","","http://www.themedicalcenterfranklin.org/internal/patients/Patient_Portal.aspx","KY","y","y","y"
"Medical Center Barbour","hospital","","http://www.samc.org/index.php/patient-visitor-information/mysamc-org","AL","y","y","y"
"Medical Center Health System","hospital","","http://mchodessa.com/","TX","y","y","y"
"Medical Center Hospitalists (Bill Pay Only)","hospital","","https://www.followmyhealth.com/","","y","y",""
"Medical Center of Arlington","hospital","","http://medicalcenterarlington.com/patient-portal/","TX","y","y","y"
"Medical Center of Aurora","hospital","","http://auroramed.com/patient-portal/","CO","y","y","y"
"Medical Center of Lewisville","hospital","","http://lewisvillemedical.com/","TX","y","y","y"
"Medical Center of McKinney","hospital","","http://medicalcenterofmckinney.com/patient-portal/index.dot","TX","y","y","y"
"Medical Center of Plano","hospital","","http://themedicalcenterofplano.com/patient-portal/","TX","y","y","y"
"Medical Center of Southeastern Oklahoma","hospital","","http://www.alliancehealthdurant.com/patients-and-visitors/my-health-home-patient-portal","OK","y","y","y"
"Medical Center of the Rockies","hospital","","https://www.uchealth.org/Pages/Patients-and-Visitors/Medical-Records-Request.aspx","CO","y","y","y"
"Medical Center of Trinity","hospital","","http://medicalcentertrinity.com/patient-portal/index.dot","FL","y","y","y"
"Medical City Dallas Hospital","hospital","","http://medicalcityhospital.com/patient-portal/index.dot","TX","y","y","y"
"Medical Oncology and Hematology Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical Specialists of Johnson City","provider","","https://www.followmyhealth.com/","","y","y",""
"Medical Specialists of the Palm Beaches, Inc. (MSPB)","provider","Medical Specialists of the Palm Beaches, Inc. (MSPB) is the largest group of doctors serving Palm Beach County patients for more than 17 years.","https://www.medfusion.net/secure/portal/index.cfm?fuseaction=home.login&dest=welcome&gid=4798","FL","","",""
"Medical West","hospital","","https://mymedwest.uabmw.org/Phm-PhmPage.HomePage.WR.mthr?hcis=BESWEB.LIVEF&application=phm","AL","y","y","y"
"Medicine Lodge Memorial Hospital","hospital","","http://www.mlmh.net/","KS","","",""
"Medina Hospital","hospital","","http://my.clevelandclinic.org/patients-visitors/billing-insurance/myaccount-online-bill-pay.aspx","OH","y","y","y"
"Medina Regional Hospital","hospital","","https://medinahospital.intelichart.com/PatientPortal/account/login?ReturnUrl=/PatientPortal/","TX","y","y","y"
"MedStar Harbor Hospital","hospital","","https://www.mymedstar.org/login.aspx?ReturnUrl=%2fdefault.aspx","MD","y","y","y"
"Medstar Health","pharmacy","MedStar Health is a $4.4 billion not-for-profit, regional healthcare system with a network of 10 hospitals and 20 other health-related businesses across Maryland and the Washington, D.C., region.","https://www.medstarhealth.org/eHealth/Login.aspx","MD","y","y","y"
"MedStar Montgomery Medical Center","hospital","","https://portal.medstarmontgomery.org/MedStar/PaLogon.aspx","MD","y","y","y"
"MedStar Southern Maryland Hospital Center","hospital","","https://app.relayhealth.com/security/login/default.aspx?bid=SMHC","MD","y","y","y"
"MedStar St. Mary's Hospital","hospital","","http://www.medstarstmarys.org/for-patients/patients-and-visitors/patient-information/mycare-patient-portal/","MD","y","y","y"
"Medstar Union Memorial","pharmacy","","","MD","y","y","y"
"MedStar Washington Hospital Center","hospital","","https://www.mymedstar.org/login.aspx?ReturnUrl=%2fdefault.aspx","DC","y","y","y"
"Mee Memorial Hospital","hospital","","http://www.meememorial.com/for-our-patients/161-hospital","CA","","",""
"Meeker Memorial Hospital","hospital","","http://meekermemorial.org/patient-portal-landing-page/","MN","y","y","y"
"Melanie Mirande, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Memorial Clinical Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Memorial Community Health","hospital","","https://memorialcommunityhealth.iqhealth.com/login/cerner-health","NE","y","y","y"
"Memorial Health System","provider","","https://www.followmyhealth.com/","","y","y",""
"Memorial Healthcare System","provider","Since its inception in 1953, Memorial Healthcare System has been a leader in providing high-quality health care services to South Florida residents. Today, it is the second-largest public health care system in the nation and highly regarded for its exceptional patient- and family-centered care.","https://mychart.mhs.net","FL","y","",""
"Memorial Hermann Katy Hospital","hospital","","http://my.memorialhermann.org/","TX","y","y","y"
"Memorial Hermann Memorial City Medical Center","hospital","","https://secure.mh-clinics.org/mhmg/","TX","y","y","y"
"Memorial Hermann Northeast","hospital","","http://www.memorialhermann.org/patients-caregivers/release-of-medical-records/","TX","y","y","y"
"Memorial Hermann Northwest Hospital","hospital","","http://www.memorialhermann.org/","TX","y","y","y"
"Memorial Hermann Sugar Land Hospital","hospital","","http://www.memorialhermann.org/patients-caregivers/release-of-medical-records/","TX","y","y","y"
"Memorial Hermann - Texas Medical Center","hospital","","http://www.memorialhermann.org/tmc/","TX","y","y","y"
"Memorial Hospital","hospital","","http://www.mhyork.org/Patients-And-Visitors/My-Health-Home-Patient-Portal.aspx","CO","y","y","y"
"Memorial Hospital and Health Care Center","hospital","","http://www.mhhcc.org/patients.aspx","IN","y","y","y"
"Memorial Hospital and Physician Group","hospital","","http://frederickhospital.org/Patient_Portal.html","OK","y","y",""
"Memorial Hospital at Craig","hospital","","https://www.mymedicalencounters.com/","CO","y","y","y"
"Memorial Hospital Jacksonville","hospital","","http://memorialhospitaljax.com/patients/medical-records.dot","FL","y","y","y"
"Memorial Hospital Los Banos","hospital","","http://www.memoriallosbanos.org/","CA","y","y","y"
"Memorial Hospital Miramar","hospital","","https://mychart.mhs.net/mychart/","FL","y","y","y"
"Memorial Hospital of Carbon County","hospital","","http://www.imhcc.com/getpage.php?name=patients_visitors","WY","y","y",""
"Memorial Hospital of Carbondale","hospital","","http://www.sih.net/patients-visitors/#mhc","IL","y","y","y"
"Memorial Hospital of Converse County","hospital","","https://mymhcc.info/","WY","y","y","y"
"Memorial Hospital of Salem County","hospital","","http://www.mhschealth.com/the-memorial-hospital-of-salem-county/myhealthhomepatientportalportal.aspx","NJ","y","y","y"
"Memorial Hospital of South Bend","hospital","","https://qualityoflife.org/","IN","y","y",""
"Memorial Hospital of Tampa","hospital","","http://memorialhospitaltampa.com/patient-portal/","FL","y","y","y"
"Memorial Hospital of Union County","hospital","","http://www.memorialhosp.org/hospital-guide/patients/patient-portal","OH","y","y",""
"Memorial Hospital Pembroke","hospital","","http://www.mhs.net/patients/medical-records-center/?_ga=1.85920537.1848315657.1444661343","FL","y","y","y"
"Memorial Hospital West","hospital","","http://www.memorialwest.com/","FL","y","y","y"
"Memorial Medical Center","hospital","","http://www.memorialhermann.org/patients-caregivers/release-of-medical-records/","CA","y","y","y"
"Memorial Medical Center - Ashland","hospital","","http://ashlandmmc.com/about-us/mypatientportal/","WI","y","",""
"Memorial Medical Center - Livingston","hospital","","http://www.memorialhealth.us/patients/portal","TX","y","y","y"
"Memorial Medical Center - Lufkin","hospital","","http://www.memorialhealth.us/patients/portal","TX","y","y","y"
"Memorial Medical Center - Neillsville","hospital","","http://memorialmedcenter.org/patients-visitors/patient-portal/","WI","y","y",""
"Memorial Medical Center - San Augustine","hospital","","http://www.memorialhealth.us/patients/portal","TX","y","y","y"
"Memorial Physician Services","provider","","https://www.followmyhealth.com/","","y","y",""
"Memorial Regional Hospital","hospital","","http://www.mhs.net/patients/medical-records-center/?_ga=1.62502124.1393288807.1444662940","FL","y","y","y"
"Memorial Regional Hospital South","hospital","","http://www.mhs.net/patients/medical-records-center/","FL","y","y","y"
"Memorial Sloan-Kettering Cancer Center","hospital","","https://my.mskcc.org/login?RedirectURL=/","NY","y","y","y"
"Mena Regional Health System","hospital","","https://www.mymedicalencounters.com/","AR","y","y","y"
"Menifee Valley Medical Center","hospital","","http://www.menifeevalleymedicalcenter.com/pages/patients-and-visitors?sub=Patients+%26+Visitors","CA","y","y",""
"Menorah Medical Center","hospital","","http://menorahmedicalcenter.com/patient-portal/","KS","y","",""
"Mercer Health","hospital","","https://portal.aprima.com/15.0.1507.210/Login.aspx?Uid=b70abaae-f896-417e-ba20-3689f35a6f00","OH","","",""
"Mercy Allen Hospital","hospital","","http://mercymychart.com/","OH","","",""
"Mercy Harvard Hospital","hospital","","https://mychart.mercyhealthsystem.org/MyChart/","IL","y","y","y"
"Mercy Health - Anderson Hospital","hospital","","http://mercymychart.com/","OH","y","y",""
"Mercy Health, Hackley Campus","hospital","","http://www.mercyhealthmuskegon.com/patients-muskegon","MI","y","y","y"
"Mercy Health, Mercy Campus","hospital","","http://www.mercyhealthmuskegon.com/patient-portal","MI","y","y","y"
"Mercy Health- OH, KY","provider","Led by Mercy Health — Ministry System Support Services (formerly Catholic Health Partners), we are joined in our Mission to give selflessly, listen patiently, care purposefully and heal expertly. Together, we bring state-of-the-art technology, and experts in over 100 specialties to 23 hospitals, and more than 450 locations across Ohio and Kentucky.","https://chpepiceweb.health-partners.org/mychart/","KY,OH","y","y","y"
"Mercy Health System","provider","For over 125 years, Mercy has touched the lives of millions of individuals throughout southern Wisconsin and northern Illinois. We have healed bodies, mended families and saved lives.","https://mychart.mercyhealthsystem.org","WI","y","",""
"Mercy Hospital","hospital","","http://www.catholichealthconnect.org/","MN","y","y","y"
"Mercy Hospital Ada","hospital","","https://www.mercy.net/mymercy/use-mymercy-to-connect-with-your-health-online","OK","y","y","y"
"Mercy Hospital and Medical Center","hospital","","http://www.mercy-chicago.org/my-mercy-chart","IL","y","y","y"
"Mercy Hospital and Trauma Center","hospital","","https://mychart.mercyhealthsystem.org/MyChart/","WI","y","y","y"
"Mercy Hospital Ardmore","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.238856896.1904875261.1444658729","OK","y","y","y"
"Mercy Hospital Aurora","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.228016795.706228890.1444658122","MO","y","y","y"
"Mercy Hospital Berryville","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.165471673.74230920.1444661494","AR","y","y","y"
"Mercy Hospital Carthage","hospital","","https://www.mymercy.net/webpresence/login","MO","y","y","y"
"Mercy Hospital Cassville","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.164396351.1816428313.1444658329","MO","y","y","y"
"Mercy Hospital El Reno","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.129994764.1214475475.1444662764","OK","y","y","y"
"Mercy Hospital Fort Scott","hospital","","https://www.mercy.net/mymercy/use-mymercy-to-connect-with-your-health-online","KS","y","y","y"
"Mercy Hospital Fort Smith","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.162684348.1639006424.1444662095","AR","y","y","y"
"Mercy Hospital Grayling","hospital","","http://www.munsonhealthcare.org/?id=4236&sid=37","MI","y","y","y"
"Mercy Hospital Healdton","hospital","","http://www.mercy.net/mymercy/use-mymercy-to-connect-with-your-health-online","OK","y","y","y"
"Mercy Hospital Independence","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.158965626.1537617004.1444661349","KS","y","y","y"
"Mercy Hospital Jefferson","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.26052735.394873558.1444658863","MO","y","y","y"
"Mercy Hospital Joplin","hospital","","https://mjpr.mercy.net/node/1?_ga=1.249039822.894471910.1444660107","MO","y","y","y"
"Mercy Hospital Kingfisher","hospital","","https://www.mercy.net/location/mercy-hospital-fort-scott/patient-resources","OK","y","y","y"
"Mercy Hospital Lebanon","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.33040702.1682603896.1444662014","MO","y","y","y"
"Mercy Hospital Logan County","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.114995520.69137218.1444660010","OK","y","y","y"
"Mercy Hospital of Defiance","hospital","","http://www.mercyweb.org/patient_account.aspx","OH","y","",""
"Mercy Hospital of Franciscan Sisters","hospital","","http://www.wheatoniowa.org/patients-visitors/medical-records.aspx","IA","y","y","y"
"Mercy Hospital of Portland","hospital","","https://www.myemhshealth.org/default.aspx","ME","y","y","y"
"Mercy Hospital Oklahoma City","hospital","","https://www.mercy.net/request-medical-records-mercy-hospital-mercy-clinic-in-oklahoma","OK","y","y","y"
"Mercy Hospital Ozark","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.26199935.394873558.1444658863","AR","y","y","y"
"Mercy Hospital Paris","hospital","","https://www.mymercy.net/webpresence/login","AR","y","y","y"
"Mercy Hospital Rogers","hospital","","https://www.mymercy.net/webpresence/accounts/new?_ga=1.187157600.956039891.1444658380","AR","y","y","y"
"Mercy Hospital Springfield","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.82315230.956039891.1444658380","MO","y","y","y"
